rating_score,critic_likes,critic_comments,user_trialist,user_subscriber,user_eligible_for_trial,user_has_payment_method,movie_release_year,movie_title_language,movie_popularity,total_number_of_lists,total_list_comments,total_list_followers,total_list_movie_number,user_id
5.0,0,0,0,0,1,1,1962.0,en,1936,3,0,1,115,23288636
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,4,11,78476494
4.0,0,0,0,0,1,1,1962.0,en,1936,8,0,6,73,2251394
3.0,0,0,1,1,0,0,1962.0,en,1936,8,6,96,705,98779469
4.0,0,0,0,0,0,1,1962.0,en,1936,2,1,1,77,17752905
3.0,0,0,0,0,1,0,1962.0,en,1936,4,0,8,47,577908
5.0,0,0,0,0,1,0,1962.0,en,1936,16,0,4,1209,39055864
5.0,0,0,1,1,0,0,1962.0,en,1936,16,0,26,906,9698269
5.0,0,0,1,1,0,1,1962.0,en,1936,29,0,3,110,29479613
4.0,0,0,0,0,1,0,1962.0,en,1936,26,0,7,502,56095099
4.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,5,89051874
4.0,0,0,0,0,0,0,1962.0,en,1936,8,6,23,143,62233978
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,10,36513070
5.0,0,0,0,1,0,1,1962.0,en,1936,3,0,0,109,25315442
4.0,0,0,0,0,0,1,1962.0,en,1936,5,0,4,509,72785708
3.0,0,0,1,1,0,0,1962.0,en,1936,7,0,2,540,73069916
4.0,1,0,0,0,1,0,1962.0,en,1936,1,0,2,10,24556697
5.0,0,0,0,1,0,1,1962.0,en,1936,3,0,1,70,29015930
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,1,9,14907642
4.0,0,0,0,0,1,0,1962.0,en,1936,3,15,151,74,34424085
5.0,0,0,0,1,0,1,1962.0,en,1936,13,9,130,1424,82008814
5.0,0,0,0,0,1,0,1962.0,en,1936,6,3,42,142,35083287
4.0,0,0,0,0,1,0,1962.0,en,1936,1,2,15,187,8510607
4.0,0,0,0,0,1,0,1962.0,en,1936,9,31,15,260,73847762
1.0,0,0,0,0,1,0,1962.0,en,1936,3,6,24,123,1416703
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,1,56354704
5.0,2,0,0,0,1,0,1962.0,en,1936,2,0,0,63,45526122
4.0,0,0,0,0,0,1,1962.0,en,1936,6,0,3,353,51717211
5.0,0,0,0,0,1,0,1962.0,en,1936,3,0,1,17,8643364
4.0,0,0,0,0,1,0,1962.0,en,1936,5,2,6,82,22007554
2.0,0,0,0,0,1,1,1962.0,en,1936,8,0,3,1351,95461012
3.0,0,0,0,0,1,0,1962.0,en,1936,4,1,0,30,82151107
5.0,0,0,0,0,1,0,1962.0,en,1936,1,1,9,88,72572260
4.0,0,0,0,0,1,0,1962.0,en,1936,3,5,13,70,88153512
5.0,0,0,0,0,1,1,1962.0,en,1936,3,0,1,30,90963502
4.0,0,0,0,0,1,1,1962.0,en,1936,2,0,8,20,85298731
5.0,1,0,0,0,1,0,1962.0,en,1936,1,3,20,213,97398242
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,4,44849991
5.0,0,0,0,0,1,0,1962.0,en,1936,32,0,9,1001,42489709
5.0,0,0,0,0,1,0,1962.0,en,1936,4,5,56,152,83299548
5.0,0,0,0,0,1,0,1962.0,en,1936,3,0,0,273,1523764
5.0,0,0,0,0,1,0,1962.0,en,1936,14,1,3,264,29983515
5.0,0,0,0,0,1,1,1962.0,en,1936,24,7,3,472,65093263
5.0,0,0,0,0,1,0,1962.0,en,1936,19,14,117,2188,17286924
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,18,20236369
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,1,19,17473897
4.0,0,0,0,0,1,1,1962.0,en,1936,3,0,9,747,6870620
5.0,0,0,0,0,1,0,1962.0,en,1936,1097,95,345,8254,47147944
2.0,0,0,0,0,1,0,1962.0,en,1936,9,4,350,570,10622984
5.0,0,0,0,0,1,0,1962.0,en,1936,2,0,0,27,23903704
5.0,0,0,0,1,0,1,1962.0,en,1936,1,0,1,20,93466016
5.0,0,0,0,0,1,0,1962.0,en,1936,15,7,20,162,463202
4.0,1,0,0,1,0,1,1962.0,en,1936,18,0,16,977,37375888
4.0,0,0,1,1,0,0,1962.0,en,1936,11,0,0,663,46941325
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,30,8118039
5.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,10,16869763
5.0,0,0,0,1,0,1,1962.0,en,1936,7,0,0,351,54036282
5.0,0,0,0,1,0,1,1962.0,en,1936,3,10,46,88,73871099
5.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,11,39201583
5.0,0,0,0,0,1,1,1962.0,en,1936,2,0,0,30,87682340
4.0,0,0,0,0,1,1,1962.0,en,1936,3,0,34,826,20097322
4.0,0,0,0,0,0,1,1962.0,en,1936,3,0,0,62,74485144
3.0,3,0,0,0,1,0,1962.0,en,1936,14,1,10,558,77669659
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,2,100,31413205
5.0,0,0,0,0,1,0,1962.0,en,1936,15,63,93,479,19231242
3.0,1,1,0,0,1,0,1962.0,en,1936,1,0,0,60,31265867
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,9,43002181
5.0,0,0,0,0,1,0,1962.0,en,1936,3,0,2,73,90978987
4.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,4,68011209
4.0,0,0,1,1,0,1,1962.0,en,1936,6,0,64,336,24432538
4.0,0,0,0,0,1,1,1962.0,en,1936,5,0,2,403,92282422
4.0,4,0,0,0,1,0,1962.0,en,1936,1,0,24,191,79325082
4.0,0,0,0,0,1,0,1962.0,en,1936,2,0,22,24,61116067
5.0,0,0,1,1,0,0,1962.0,en,1936,1,0,2,56,11174102
5.0,0,0,0,0,1,0,1962.0,en,1936,4,1,4,126,28569570
5.0,0,0,0,0,1,0,1962.0,en,1936,10,0,2,100,65169283
4.0,0,0,0,1,0,0,1962.0,en,1936,1,0,0,73,90355698
4.0,0,0,0,0,1,0,1962.0,en,1936,10,0,0,224,24757601
5.0,0,0,0,0,1,0,1962.0,en,1936,20,120,1651,4808,12511522
4.0,0,0,0,0,1,0,1962.0,en,1936,8,0,0,539,93951208
5.0,0,0,0,0,1,0,1962.0,en,1936,8,0,2,1259,17312107
4.0,0,0,0,1,0,1,1962.0,en,1936,10,3,81,1211,44076281
3.0,0,0,0,1,0,1,1962.0,en,1936,1,0,1,1,71698154
3.0,0,0,0,0,1,0,1962.0,en,1936,28,46,888,5439,16694781
4.0,0,0,1,1,0,0,1962.0,en,1936,113,192,1833,8179,76819909
5.0,0,0,0,0,1,0,1962.0,en,1936,1,3,39,184,68785033
4.0,0,0,0,0,0,1,1962.0,en,1936,6,3,4,655,69260698
5.0,0,0,0,0,1,1,1962.0,en,1936,8,2,41,839,61639707
4.0,0,0,0,0,1,0,1962.0,en,1936,1,1,6,21,88321611
5.0,0,0,0,0,1,1,1962.0,en,1936,12,8,35,171,1700769
4.0,0,0,0,0,1,0,1962.0,en,1936,1,1,1,15,66384935
3.0,0,0,0,0,1,0,1962.0,en,1936,3,4,24,260,17825296
4.0,0,0,0,0,1,0,1962.0,en,1936,1,1,1,32,38649121
5.0,0,0,0,0,1,0,1962.0,en,1936,9,3,5,143,76107116
4.0,0,0,0,1,0,1,1962.0,en,1936,32,19,96,3276,73664488
4.0,0,0,0,0,1,0,1962.0,en,1936,9,1,7,442,84335860
5.0,0,0,0,0,1,0,1962.0,en,1936,1,7,455,1649,23786091
4.0,2,0,0,0,1,0,1962.0,en,1936,15,5,24,462,44265757
3.0,0,0,0,1,0,1,1962.0,en,1936,1,0,2,95,15062428
5.0,0,0,0,0,1,1,1962.0,en,1936,2,0,0,52,85521363
4.0,0,0,0,0,1,0,1962.0,en,1936,15,0,15,325,28459529
5.0,0,0,0,0,1,0,1962.0,en,1936,3,0,1,10,88849824
5.0,0,0,0,0,1,0,1962.0,en,1936,9,0,23,558,31297655
5.0,0,0,0,0,1,0,1962.0,en,1936,47,1,7,1143,32333991
4.0,0,0,0,0,1,0,1962.0,en,1936,3,15,4,297,60976401
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,37,28844925
5.0,0,0,0,0,1,0,1962.0,en,1936,6,0,1,189,78689672
5.0,0,0,0,0,1,1,1962.0,en,1936,3,9,206,373,83608734
5.0,0,0,0,0,1,1,1962.0,en,1936,51,22,21,768,50595801
4.0,0,0,0,0,0,1,1962.0,en,1936,6,0,1,765,79571468
5.0,0,0,0,0,1,0,1962.0,en,1936,1,1,10,121,3871019
5.0,0,0,0,0,1,0,1962.0,en,1936,3,0,0,132,76130093
5.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,1,27709912
4.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,5,15805013
5.0,2,0,0,0,1,0,1962.0,en,1936,23,5,21,525,86399994
5.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,10,6294655
5.0,0,0,0,0,1,0,1962.0,en,1936,4,0,0,113,74788012
4.0,0,0,0,0,1,1,1962.0,en,1936,2,0,0,3,11019166
4.0,0,0,0,0,1,1,1962.0,en,1936,3,0,0,52,52984390
5.0,0,0,0,0,1,0,1962.0,en,1936,2,0,0,15,78827200
5.0,0,0,0,0,1,0,1962.0,en,1936,8,0,1,135,26828213
4.0,0,0,0,0,1,1,1962.0,en,1936,6,0,1,104,57434815
5.0,0,0,0,0,1,0,1962.0,en,1936,5,3,13,1946,45490935
5.0,0,0,0,0,1,0,1962.0,en,1936,1,1,1,37,88897340
5.0,0,0,0,0,1,0,1962.0,en,1936,9,0,2,279,66179131
4.0,0,0,0,0,1,0,1962.0,en,1936,15,0,2,127,22376342
5.0,0,0,0,1,0,1,1962.0,en,1936,5,2,5,611,20255039
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,1,634,43529053
5.0,0,0,0,0,1,0,1962.0,en,1936,26,1,38,259,483726
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,29,64807790
4.0,0,0,0,0,1,1,1962.0,en,1936,2,0,1,70,32131287
5.0,0,0,0,1,0,1,1962.0,en,1936,2,1,20,52,6213787
4.0,0,0,0,0,1,0,1962.0,en,1936,21,1,81,910,27331084
5.0,0,0,0,0,1,0,1962.0,en,1936,25,15,36,571,78977599
4.0,0,0,0,0,1,0,1962.0,en,1936,1,2,2,20,92813379
3.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,13,10040458
4.0,0,0,0,0,1,0,1962.0,en,1936,10,29,57,496,94126484
4.0,0,0,0,0,1,1,1962.0,en,1936,1,0,4,15,43055893
3.0,0,0,1,1,0,0,1962.0,en,1936,14,6,23,333,1198156
5.0,0,0,0,1,0,1,1962.0,en,1936,30,3,9,587,39805728
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,1,44376529
5.0,0,0,0,0,1,0,1962.0,en,1936,2,1,4,96,36793317
4.0,0,0,0,1,0,1,1962.0,en,1936,3,4,10,1951,28313283
3.0,0,0,0,0,1,1,1962.0,en,1936,5,15,46,120,23547140
5.0,0,0,0,0,1,0,1962.0,en,1936,2,0,17,55,19998611
4.0,0,0,1,1,0,0,1962.0,en,1936,6,0,0,649,81784214
5.0,0,0,0,0,1,0,1962.0,en,1936,4,0,4,320,48459153
5.0,0,0,0,0,1,0,1962.0,en,1936,5,7,16,158,68529470
5.0,1,0,0,0,1,0,1962.0,en,1936,63,3,20,731,99869481
4.0,0,0,1,1,0,1,1962.0,en,1936,2,0,2,258,97015379
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,5,22,72730914
4.0,0,0,0,0,1,0,1962.0,en,1936,2,4,9,44,69703816
4.0,0,0,0,0,1,0,1962.0,en,1936,3,0,5,85,39541438
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,4,32009992
4.0,0,0,0,0,1,0,1962.0,en,1936,7,2,17,750,8837157
5.0,0,0,0,0,1,0,1962.0,en,1936,2,0,1,130,83629589
4.0,0,0,0,0,1,0,1962.0,en,1936,1,8,55,267,33103233
4.0,0,0,0,0,1,0,1962.0,en,1936,8,1,30,288,41264125
5.0,0,0,0,0,1,0,1962.0,en,1936,7,0,3,215,48136721
5.0,0,0,0,1,0,1,1962.0,en,1936,3,0,28,41,99812
4.0,0,0,0,0,1,0,1962.0,en,1936,3,0,2,34,12942126
4.0,0,0,0,0,1,1,1962.0,en,1936,24,18,78,2214,97361834
5.0,0,0,0,0,1,0,1962.0,en,1936,4,0,1,115,33667055
4.0,0,0,1,1,0,1,1962.0,en,1936,1,1,3,34,85661382
5.0,0,0,0,0,1,0,1962.0,en,1936,10,1,8,478,74228066
4.0,0,0,0,0,1,1,1962.0,en,1936,7,12,65,408,39098568
5.0,0,0,0,0,1,1,1962.0,en,1936,1,7,147,596,97213256
4.0,0,0,0,0,1,0,1962.0,en,1936,3,10,184,120,55450288
5.0,0,0,0,0,1,0,1962.0,en,1936,1,1,15,31,60681801
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,1,84265574
4.0,0,0,0,0,1,0,1962.0,en,1936,8,0,1,628,73486630
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,36,71740267
5.0,3,0,0,0,1,0,1962.0,en,1936,3,2,4,25,79753803
4.0,0,0,0,0,1,0,1962.0,en,1936,2,0,0,40,93373530
5.0,2,0,0,0,1,0,1962.0,en,1936,39,49,155,1432,861653
5.0,1,0,0,0,1,0,1962.0,en,1936,7,8,3,111,65626458
4.0,0,0,0,0,1,0,1962.0,en,1936,22,19,22,1081,55194080
5.0,0,0,0,0,1,1,1962.0,en,1936,4,0,7,39,71753305
3.0,0,0,0,0,1,0,1962.0,en,1936,1,0,2,188,84583031
5.0,0,0,0,0,1,0,1962.0,en,1936,21,6,19,391,66987599
5.0,0,0,0,0,1,0,1962.0,en,1936,26,120,136,3218,54873007
5.0,0,0,0,0,1,0,1962.0,en,1936,2,5,33,317,50194503
4.0,0,0,1,1,0,1,1962.0,en,1936,13,2,7,3461,80456414
5.0,0,0,1,1,0,0,1962.0,en,1936,35,2,24,511,30238446
5.0,0,0,0,0,1,0,1962.0,en,1936,8,3,6,89,86038456
5.0,0,0,0,1,0,1,1962.0,en,1936,4,0,1,114,42382128
2.0,0,0,0,0,1,1,1962.0,en,1936,47,3,9,1889,78022856
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,3,84,28871370
5.0,0,0,0,0,1,1,1962.0,en,1936,5,0,1,395,16859393
5.0,0,0,0,0,0,1,1962.0,en,1936,6,0,20,1404,35568181
4.0,0,0,0,1,0,1,1962.0,en,1936,2,2,66,111,4118456
4.0,0,0,0,0,1,0,1962.0,en,1936,4,0,0,257,43988045
4.0,0,0,0,0,1,0,1962.0,en,1936,93,3,69,2581,84959865
5.0,0,0,0,0,1,0,1962.0,en,1936,1,1,0,41,26501238
5.0,0,0,0,0,1,0,1962.0,en,1936,7,5,11,423,60946458
5.0,0,0,0,0,1,0,1962.0,en,1936,1,8,53,46,11145703
3.0,0,0,0,0,1,0,1962.0,en,1936,2,15,63,373,66656703
4.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,1,64919840
3.0,0,0,0,0,1,1,1962.0,en,1936,4,1,22,496,49444271
4.0,3,0,0,0,1,0,1962.0,en,1936,3,1,4,137,59206035
4.0,0,0,0,0,1,0,1962.0,en,1936,7,0,1,176,45754457
4.0,0,0,0,0,1,0,1962.0,en,1936,27,0,4,800,13901701
4.0,0,0,0,1,0,1,1962.0,en,1936,5,3,23,753,23953384
5.0,0,0,0,0,0,1,1962.0,en,1936,1,0,8,34,93288031
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,45,73153056
5.0,0,0,0,1,0,1,1962.0,en,1936,5,4,188,224,47319968
1.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,12,59701203
4.0,3,0,0,0,1,1,1962.0,en,1936,9,3,6,87,90187349
2.0,1,2,0,0,1,0,1962.0,en,1936,1,7,70,89,51028143
2.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,1,12212498
5.0,0,0,0,0,1,1,1962.0,en,1936,9,0,3,160,87303303
5.0,0,0,0,0,1,0,1962.0,en,1936,2,0,1,21,30403235
4.0,0,0,0,0,1,0,1962.0,en,1936,8,8,3,130,69757985
5.0,0,0,0,0,1,0,1962.0,en,1936,15,1,1,1214,30352692
3.0,0,0,0,0,1,1,1962.0,en,1936,6,1,43,537,2332311
5.0,0,0,0,0,1,0,1962.0,en,1936,22,11,127,1904,60464492
3.0,0,0,0,0,1,1,1962.0,en,1936,23,11,189,2678,65221597
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,27,88003225
4.0,0,0,0,0,1,0,1962.0,en,1936,2,65,1605,998,90342999
5.0,0,0,0,0,1,0,1962.0,en,1936,3,0,5,19,30804301
4.0,0,0,0,0,1,0,1962.0,en,1936,6,1,4,29,13177928
5.0,0,0,0,0,1,1,1962.0,en,1936,2,1,13,210,43393251
5.0,0,0,0,0,1,1,1962.0,en,1936,10,3,25,136,40078523
3.0,0,0,0,0,1,0,1962.0,en,1936,3,7,149,113,69719768
5.0,0,0,0,0,1,0,1962.0,en,1936,8,1,0,108,34927529
5.0,0,0,0,0,1,0,1962.0,en,1936,4,0,0,67,12258548
4.0,0,0,0,0,1,0,1962.0,en,1936,7,0,0,646,77759475
4.0,0,0,0,0,1,0,1962.0,en,1936,152,33,56,5652,13631620
4.0,0,0,0,0,1,0,1962.0,en,1936,78,4,184,2044,11441859
4.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,11,74798582
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,10,46538360
5.0,0,0,0,0,1,1,1962.0,en,1936,16,0,1,428,6514777
3.0,0,0,0,0,1,0,1962.0,en,1936,5,1,6,57,9820140
5.0,0,0,0,0,1,0,1962.0,en,1936,4,1,10,519,35185166
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,1,11,53958115
4.0,0,0,0,1,0,1,1962.0,en,1936,7,0,0,92,53787386
4.0,0,0,0,0,1,1,1962.0,en,1936,7,0,5,70,88208224
5.0,1,0,0,0,1,0,1962.0,en,1936,2,0,0,30,72220038
4.0,0,0,0,0,1,0,1962.0,en,1936,2,0,0,253,90902967
5.0,1,0,0,1,0,1,1962.0,en,1936,38,6,29,440,36231022
5.0,0,0,0,0,0,1,1962.0,en,1936,2,0,5,22,56139936
5.0,0,0,0,0,1,0,1962.0,en,1936,3,0,0,45,91510153
5.0,0,0,0,1,0,1,1962.0,en,1936,1,0,0,5,93114340
4.0,0,0,0,0,1,1,1962.0,en,1936,3,0,0,29,74826149
5.0,0,0,0,1,0,1,1962.0,en,1936,3,2,1,144,52646961
5.0,0,0,0,0,1,0,1962.0,en,1936,12,0,4,724,53172454
5.0,3,0,0,0,1,0,1962.0,en,1936,1,1,2,20,17770128
4.0,0,0,0,0,1,0,1962.0,en,1936,10,1,1,350,37558919
4.0,0,0,0,0,1,0,1962.0,en,1936,7,1,15,451,54036822
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,10,11,95953691
5.0,1,0,0,0,1,0,1962.0,en,1936,2,1,45,60,53750907
5.0,0,0,0,0,1,0,1962.0,en,1936,103,35,442,3306,52280073
4.0,0,0,0,0,1,1,1962.0,en,1936,22,17,150,2283,19079671
5.0,0,0,1,1,0,0,1962.0,en,1936,42,23,531,3293,97090451
3.0,0,0,0,0,1,0,1962.0,en,1936,6,0,3,60,35045915
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,1,54965135
5.0,0,0,0,0,1,0,1962.0,en,1936,14,0,8,499,62943911
1.0,0,0,0,0,1,0,1962.0,en,1936,4,22,128,248,79655778
3.0,0,0,0,0,1,0,1962.0,en,1936,4,0,6,196,83543539
4.0,0,0,0,0,1,0,1962.0,en,1936,4,0,7,262,6061143
5.0,0,0,0,1,0,1,1962.0,en,1936,14,0,1,140,72714472
4.0,0,0,0,0,1,0,1962.0,en,1936,6,5,42,1528,4441133
3.0,0,0,0,0,1,0,1962.0,en,1936,14,0,6,258,47409139
5.0,0,0,0,1,0,1,1962.0,en,1936,2,1,0,19,81585578
5.0,0,0,0,0,1,0,1962.0,en,1936,4,2,10,375,70810793
5.0,2,0,0,0,1,1,1962.0,en,1936,33,8,23,831,44999342
5.0,0,0,0,0,1,0,1962.0,en,1936,5,0,2,948,84034417
5.0,0,0,0,0,1,0,1962.0,en,1936,7,2,36,111,29887290
4.0,0,0,0,0,1,0,1962.0,en,1936,9,1,7,1062,52615426
4.0,0,0,0,0,1,1,1962.0,en,1936,2,1,0,48,14470794
3.0,0,0,0,1,0,1,1962.0,en,1936,2,0,0,84,94894968
5.0,0,0,0,0,1,0,1962.0,en,1936,13,1,4,126,41545375
4.0,0,0,0,0,1,0,1962.0,en,1936,9,0,2,318,89393792
5.0,0,0,0,0,1,0,1962.0,en,1936,22,14,29,392,91082113
4.0,0,0,0,0,0,1,1962.0,en,1936,5,0,1,762,70805353
4.0,0,0,0,1,0,1,1962.0,en,1936,2,0,49,56,23461723
2.0,0,0,0,0,1,0,1962.0,en,1936,5,21,39,52,7223691
4.0,0,0,0,0,1,0,1962.0,en,1936,80,4,75,1280,82212415
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,8,85695779
4.0,0,0,0,0,1,0,1962.0,en,1936,7,14,21,349,12922929
5.0,0,0,0,0,1,0,1962.0,en,1936,14,13,95,302,14561968
4.0,0,0,0,0,0,0,1962.0,en,1936,4,1,3,207,86936794
5.0,0,0,0,0,1,0,1962.0,en,1936,1,2,5,159,14536381
5.0,0,0,0,0,1,1,1962.0,en,1936,21,0,3,435,54760063
5.0,0,0,0,0,1,1,1962.0,en,1936,7,5,103,473,21662055
5.0,0,0,0,0,1,0,1962.0,en,1936,3,1,0,105,11098395
5.0,0,0,0,1,0,1,1962.0,en,1936,54,70,1953,6443,11649882
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,1,33,96155694
3.0,0,0,0,0,1,0,1962.0,en,1936,1,0,5,87,24127322
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,0,10,55760891
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,1,3,15483570
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,25,43,62458712
3.0,0,0,0,0,1,0,1962.0,en,1936,14,35,99,391,33363206
3.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,4,76671781
5.0,0,0,0,0,1,0,1962.0,en,1936,31,3,4,363,96333851
5.0,0,0,0,0,1,1,1962.0,en,1936,2,6,27,75,58104129
4.0,0,0,0,0,1,0,1962.0,en,1936,3,7,4,83,80678542
5.0,0,0,0,0,1,1,1962.0,en,1936,5,15,76,74,90731126
4.0,0,0,0,0,1,0,1962.0,en,1936,2,0,0,48,74477882
5.0,0,0,0,0,1,0,1962.0,en,1936,3,4,114,298,54874825
4.0,0,0,0,0,1,0,1962.0,en,1936,16,0,4,167,90024115
4.0,0,0,0,0,1,1,1962.0,en,1936,1,1,6,14,25427224
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,6,52575031
4.0,0,0,0,0,1,0,1962.0,en,1936,5,1,0,441,63904388
5.0,0,0,0,0,1,0,1962.0,en,1936,5,13,43,104,63988205
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,8,24,36204756
4.0,0,0,0,1,0,1,1962.0,en,1936,4,0,0,29,18023377
4.0,0,0,0,0,1,1,1962.0,en,1936,3,1,3,348,34402431
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,2,9,65770539
5.0,0,0,0,0,1,0,1962.0,en,1936,19,8,109,2911,25796657
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,36,39229099
3.0,0,0,0,0,1,0,1962.0,en,1936,8,0,18,2650,64982269
4.0,0,0,1,1,0,0,1962.0,en,1936,25,3,12,1481,53530409
5.0,1,0,0,0,1,0,1962.0,en,1936,2,2,5,323,15910270
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,2,11671781
4.0,0,0,0,0,1,0,1962.0,en,1936,37,40,77,1406,7420885
4.0,0,0,0,0,1,1,1962.0,en,1936,8,37,744,375,63005989
3.0,0,0,0,0,1,0,1962.0,en,1936,22,6,7,211,76966365
5.0,0,0,0,0,1,0,1962.0,en,1936,2,0,15,284,33211492
3.0,0,0,0,0,1,0,1962.0,en,1936,1,0,3,26,9461128
4.0,0,0,0,0,1,0,1962.0,en,1936,1,3,0,41,28932006
4.0,0,0,0,0,1,1,1962.0,en,1936,3,0,0,94,6318061
3.0,0,0,0,0,1,0,1962.0,en,1936,1,0,10,165,35283009
2.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,37,16186210
5.0,0,0,0,0,1,0,1962.0,en,1936,2,0,1,8,40709538
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,2,105,46651505
4.0,0,0,0,1,0,1,1962.0,en,1936,13,3,2,647,92849251
5.0,0,0,0,0,1,0,1962.0,en,1936,8,1,4,95,70503141
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,2,29669679
4.0,0,0,0,0,1,0,1962.0,en,1936,4,0,3,55,49620224
4.0,0,0,0,1,0,1,1962.0,en,1936,1,5,0,100,92706192
4.0,0,0,0,0,1,0,1962.0,en,1936,13,2,81,880,23258074
3.0,1,0,0,0,1,0,1962.0,en,1936,3,0,0,26,62965830
5.0,0,0,0,0,1,0,1962.0,en,1936,1,3,18,99,61651734
4.0,0,0,0,0,1,1,1962.0,en,1936,8,8,40,222,39332268
4.0,0,0,0,0,1,0,1962.0,en,1936,17,1,11,167,77288009
4.0,0,0,0,0,1,0,1962.0,en,1936,80,21,98,925,56947578
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,2,16927943
5.0,3,0,0,0,1,1,1962.0,en,1936,9,11,32,97,30971015
4.0,0,0,0,0,1,1,1962.0,en,1936,23,6,100,754,77016260
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,1,15,45907289
4.0,0,0,0,0,1,0,1962.0,en,1936,2,0,7,46,76241397
4.0,1,0,0,0,1,0,1962.0,en,1936,144,109,959,3014,85502014
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,5,95521840
4.0,0,0,0,0,1,0,1962.0,en,1936,2,3,5,210,94586698
5.0,2,0,0,0,1,0,1962.0,en,1936,28,27,115,702,85372841
5.0,0,0,0,0,1,0,1962.0,en,1936,1,0,2,16,79126698
5.0,0,0,0,0,1,0,1962.0,en,1936,5,5,16,82,70000032
3.0,0,0,0,0,1,0,1962.0,en,1936,1,0,0,120,75008877
5.0,0,0,0,0,1,1,1962.0,en,1936,1,0,2,18,23677891
5.0,0,0,0,0,1,1,1962.0,en,1936,1,1,0,7,1866603
4.0,0,0,0,0,1,0,1962.0,en,1936,1,0,1,219,48568220
2.0,0,0,0,0,1,0,1962.0,en,1936,1,0,6,29,50603364
4.0,0,0,0,1,0,1,1962.0,en,1936,10,0,28,321,36312101
5.0,0,0,0,0,1,0,1962.0,en,1936,8,3,6,101,70103184
3.0,0,0,0,0,1,0,1962.0,en,1936,91,29,59,1405,14955307
5.0,0,0,0,0,1,1,1962.0,en,1936,5,0,3,45,35083024
5.0,0,0,0,0,1,0,1962.0,en,1936,4,1,132,189,6395486
5.0,0,0,0,0,1,0,1962.0,en,1936,2,6,126,548,94370614
4.0,0,0,0,0,1,0,1962.0,en,1936,2,0,3,48,64226039
5.0,1,0,0,0,1,1,1962.0,en,1936,1,0,1,2,81245240
4.0,0,0,0,0,1,0,1962.0,en,1936,8,0,5,145,62991830
5.0,0,0,0,0,1,0,1962.0,en,1936,3,1,3,33,73491747
3.0,0,0,0,0,1,0,1962.0,en,1936,2,1,2,21,87111891
